1,-1,930,643,69,77,0.8042149543762207,-1,-1,-1
2,-1,936,644,65,67,0.963892936706543,-1,-1,-1
3,-1,940,632,66,76,0.8820124268531799,-1,-1,-1
4,-1,940,626,76,71,0.32982948422431946,-1,-1,-1
5,-1,943,628,78,64,0.358345627784729,-1,-1,-1
54,-1,1009,663,81,64,0.24119271337985992,-1,-1,-1
56,-1,1008,665,94,62,0.3311874568462372,-1,-1,-1
57,-1,1004,663,87,67,0.8527308702468872,-1,-1,-1
58,-1,1003,663,84,75,0.7182214856147766,-1,-1,-1
59,-1,998,664,98,74,0.3460613191127777,-1,-1,-1
62,-1,986,671,79,77,0.2896406352519989,-1,-1,-1
63,-1,984,671,75,75,0.5875182747840881,-1,-1,-1
64,-1,982,676,70,66,0.2111874520778656,-1,-1,-1
66,-1,979,679,58,61,0.22958369553089142,-1,-1,-1
71,-1,951,664,79,60,0.4179355502128601,-1,-1,-1
72,-1,944,651,86,76,0.20125789940357208,-1,-1,-1
74,-1,945,631,70,90,0.7658342123031616,-1,-1,-1
75,-1,941,622,74,103,0.3178894519805908,-1,-1,-1
76,-1,937,622,83,95,0.3956795036792755,-1,-1,-1
77,-1,918,614,121,131,0.3522932827472687,-1,-1,-1
78,-1,920,611,116,130,0.5973330736160278,-1,-1,-1
79,-1,939,596,70,101,0.5926589965820312,-1,-1,-1
80,-1,948,601,53,75,0.8068251609802246,-1,-1,-1
81,-1,949,584,53,91,0.46619054675102234,-1,-1,-1
102,-1,936,474,56,75,0.9581030011177063,-1,-1,-1
103,-1,938,468,53,79,0.9455639719963074,-1,-1,-1
104,-1,938,458,52,85,0.5492110252380371,-1,-1,-1
105,-1,935,459,55,64,0.4473702609539032,-1,-1,-1
106,-1,935,447,53,74,0.5481553077697754,-1,-1,-1
107,-1,932,438,62,68,0.36727625131607056,-1,-1,-1
108,-1,938,426,51,75,0.7365705966949463,-1,-1,-1
109,-1,931,418,63,69,0.5424215197563171,-1,-1,-1
110,-1,936,404,55,82,0.8280993700027466,-1,-1,-1
111,-1,934,398,61,67,0.559692919254303,-1,-1,-1
112,-1,935,384,60,77,0.9497557878494263,-1,-1,-1
113,-1,933,375,66,74,0.7262962460517883,-1,-1,-1
114,-1,933,366,66,78,0.9244337677955627,-1,-1,-1
115,-1,933,353,70,76,0.8062707185745239,-1,-1,-1
116,-1,932,343,69,80,0.9697197079658508,-1,-1,-1
117,-1,936,335,65,70,0.9262281656265259,-1,-1,-1
118,-1,934,321,67,86,0.9904336929321289,-1,-1,-1
119,-1,935,314,67,72,0.9476599097251892,-1,-1,-1
120,-1,934,299,69,85,0.9896420836448669,-1,-1,-1
121,-1,940,294,67,72,0.9313209056854248,-1,-1,-1
122,-1,940,282,70,86,0.9951132535934448,-1,-1,-1
123,-1,938,267,75,92,0.8978322744369507,-1,-1,-1
124,-1,938,269,74,73,0.9900736808776855,-1,-1,-1
125,-1,938,251,78,93,0.9923152923583984,-1,-1,-1
126,-1,943,253,68,72,0.9097506999969482,-1,-1,-1
127,-1,938,244,70,81,0.9936672449111938,-1,-1,-1
128,-1,939,225,72,102,0.987962007522583,-1,-1,-1
129,-1,939,229,67,75,0.9801539778709412,-1,-1,-1
130,-1,939,221,70,79,0.9897257685661316,-1,-1,-1
131,-1,940,210,69,85,0.9731460213661194,-1,-1,-1
132,-1,939,208,68,76,0.9814158082008362,-1,-1,-1
133,-1,938,198,68,81,0.9900675415992737,-1,-1,-1
134,-1,939,185,67,92,0.9706173539161682,-1,-1,-1
135,-1,939,188,68,75,0.9746403694152832,-1,-1,-1
136,-1,934,183,71,75,0.9894680380821228,-1,-1,-1
137,-1,936,170,69,87,0.9881669282913208,-1,-1,-1
138,-1,935,166,68,85,0.8897923231124878,-1,-1,-1
139,-1,934,167,71,73,0.9727787971496582,-1,-1,-1
140,-1,934,162,69,76,0.9781448245048523,-1,-1,-1
141,-1,934,153,67,80,0.9546047449111938,-1,-1,-1
142,-1,935,146,67,75,0.7832255959510803,-1,-1,-1
143,-1,933,143,65,75,0.947464644908905,-1,-1,-1
144,-1,934,138,62,76,0.9393674731254578,-1,-1,-1
145,-1,934,133,61,74,0.7273648977279663,-1,-1,-1
146,-1,933,136,68,56,0.2891007363796234,-1,-1,-1
147,-1,930,133,70,55,0.706965982913971,-1,-1,-1
148,-1,927,127,71,57,0.6475101113319397,-1,-1,-1
149,-1,912,113,87,75,0.5808871984481812,-1,-1,-1
150,-1,911,108,87,70,0.587192952632904,-1,-1,-1
151,-1,913,106,83,69,0.8478536009788513,-1,-1,-1
152,-1,911,102,85,70,0.9162588715553284,-1,-1,-1
153,-1,912,97,81,72,0.7930707335472107,-1,-1,-1
154,-1,909,90,82,73,0.5290951132774353,-1,-1,-1
155,-1,915,86,71,68,0.6197785139083862,-1,-1,-1
156,-1,916,83,70,70,0.8167878985404968,-1,-1,-1
157,-1,910,78,73,72,0.900560736656189,-1,-1,-1
158,-1,906,73,78,72,0.7670618295669556,-1,-1,-1
159,-1,906,68,78,76,0.6263381242752075,-1,-1,-1
160,-1,911,63,68,73,0.9192256927490234,-1,-1,-1
161,-1,911,61,64,74,0.939339280128479,-1,-1,-1
162,-1,906,53,67,79,0.9600673913955688,-1,-1,-1
163,-1,905,51,71,79,0.9244070053100586,-1,-1,-1
164,-1,902,46,76,84,0.8781068921089172,-1,-1,-1
165,-1,898,40,78,89,0.8407410383224487,-1,-1,-1
166,-1,900,41,69,75,0.9239505529403687,-1,-1,-1
167,-1,896,39,74,75,0.9570379853248596,-1,-1,-1
168,-1,894,38,76,75,0.9724478721618652,-1,-1,-1
169,-1,894,39,75,72,0.949691891670227,-1,-1,-1
170,-1,894,37,74,71,0.9063729047775269,-1,-1,-1
171,-1,893,37,73,68,0.8957859873771667,-1,-1,-1
172,-1,890,36,73,65,0.8604035377502441,-1,-1,-1
173,-1,889,41,72,59,0.6380889415740967,-1,-1,-1
174,-1,879,36,79,74,0.6636349558830261,-1,-1,-1
175,-1,880,33,73,77,0.810088574886322,-1,-1,-1
176,-1,878,29,70,79,0.9088960886001587,-1,-1,-1
177,-1,875,26,70,82,0.9294471144676208,-1,-1,-1
178,-1,872,24,68,86,0.9408974647521973,-1,-1,-1
179,-1,869,24,70,83,0.9594637751579285,-1,-1,-1
180,-1,865,27,72,78,0.9643017649650574,-1,-1,-1
